student_id,course_id,instructor_id,evaluation_text,sentiment_label,satisfaction_score,engagement_score,timestamp,platform_access_count,assignment_score,final_grade
S1037,CSE102,I1001,Interactive sessions made learning enjoyable.,Positive,2,4,2024-07-09 08:33:04,28,87,86
S1038,CSE102,I1002,"Too many assignments, not enough guidance.",Negative,3,4,2025-07-17 02:12:30,33,97,52
S1039,CSE103,I1002,I appreciated the extra help sessions.,Positive,4,8,2024-08-29 22:22:25,12,80,61
S1040,CSE102,I1002,I appreciated the extra help sessions.,Positive,8,3,2024-09-03 19:10:21,18,64,63
S1041,CSE103,I1001,Great use of resources and timely feedback.,Positive,7,3,2025-03-01 08:08:08,43,54,63
S1042,CSE102,I1003,I appreciated the extra help sessions.,Positive,9,1,2024-10-10 14:20:01,28,58,99
S1043,CSE102,I1001,Great use of resources and timely feedback.,Positive,6,4,2025-06-19 06:39:34,7,56,90
S1044,CSE103,I1001,The lectures were engaging and well-explained.,Positive,8,3,2025-01-08 18:10:27,5,86,98
S1045,CSE101,I1002,The course material was outdated.,Negative,8,3,2024-01-02 09:33:47,7,64,54
S1046,CSE103,I1003,Content was difficult to follow sometimes.,Neutral,5,2,2023-12-14 01:51:13,42,63,55
S1047,CSE101,I1002,"Too many assignments, not enough guidance.",Negative,9,1,2023-08-27 06:59:17,31,69,62
S1048,CSE103,I1002,The lectures were engaging and well-explained.,Positive,2,10,2023-09-16 09:56:29,38,88,63
S1049,CSE103,I1001,Great use of resources and timely feedback.,Positive,2,4,2023-11-12 11:32:31,30,95,68
S1050,CSE101,I1003,I appreciated the extra help sessions.,Positive,6,7,2024-05-04 10:42:28,5,57,60
S1051,CSE101,I1003,The course material was outdated.,Negative,1,9,2024-04-21 23:22:43,28,67,59
S1052,CSE103,I1002,I appreciated the extra help sessions.,Positive,7,1,2023-10-16 18:42:40,46,80,61
S1053,CSE102,I1001,Course was too fast-paced.,Neutral,3,10,2023-11-06 08:12:30,15,57,84
S1054,CSE103,I1002,Instructor was responsive and helpful.,Positive,9,6,2023-08-04 17:20:58,18,73,52
S1055,CSE103,I1003,"Too many assignments, not enough guidance.",Negative,2,8,2025-03-30 22:44:07,22,84,66
S1056,CSE101,I1001,Content was difficult to follow sometimes.,Neutral,5,10,2025-07-17 04:00:19,27,58,56
S1057,CSE101,I1002,"Too many assignments, not enough guidance.",Negative,3,9,2024-12-13 20:46:55,48,86,61
S1058,CSE101,I1003,"Too many assignments, not enough guidance.",Negative,5,8,2023-09-12 01:40:36,25,86,76
S1059,CSE102,I1003,Content was difficult to follow sometimes.,Neutral,10,7,2024-10-23 06:28:41,31,71,67
S1060,CSE102,I1003,I appreciated the extra help sessions.,Positive,9,3,2024-06-09 10:34:08,39,64,76
S1061,CSE101,I1002,Great use of resources and timely feedback.,Positive,6,4,2024-11-17 03:16:34,48,74,90
S1062,CSE102,I1002,Course was too fast-paced.,Neutral,6,3,2023-12-24 07:06:20,27,61,57
S1063,CSE102,I1002,The lectures were engaging and well-explained.,Positive,9,5,2023-11-22 13:47:37,25,73,61
S1064,CSE101,I1002,Instructor was responsive and helpful.,Positive,2,5,2024-06-25 11:17:23,18,85,70
S1065,CSE102,I1001,"Too many assignments, not enough guidance.",Negative,10,10,2024-11-13 00:28:25,20,93,62
S1066,CSE102,I1002,The course material was outdated.,Negative,6,6,2023-11-28 01:44:24,9,62,50
S1067,CSE101,I1003,Lacked practical examples.,Negative,4,10,2025-07-25 05:14:11,10,72,89
S1068,CSE101,I1002,The course material was outdated.,Negative,1,7,2023-08-06 21:16:57,21,68,70
S1069,CSE101,I1003,Content was difficult to follow sometimes.,Neutral,7,8,2023-12-27 16:14:08,47,51,51
S1070,CSE102,I1002,Instructor was responsive and helpful.,Positive,3,3,2024-09-25 13:17:37,40,50,56
S1071,CSE103,I1003,The lectures were engaging and well-explained.,Positive,10,1,2024-04-01 02:49:52,37,90,59
S1072,CSE101,I1001,Lacked practical examples.,Negative,1,6,2025-01-02 04:38:44,30,94,95
S1073,CSE101,I1002,Instructor was responsive and helpful.,Positive,8,9,2024-04-27 16:26:09,22,73,52
S1074,CSE101,I1001,Lacked practical examples.,Negative,9,2,2025-03-11 02:09:01,8,85,75
S1075,CSE103,I1001,I appreciated the extra help sessions.,Positive,7,3,2024-09-13 10:07:03,20,91,62
S1076,CSE101,I1001,Interactive sessions made learning enjoyable.,Positive,8,10,2024-03-22 02:36:28,14,84,54
S1077,CSE101,I1003,Interactive sessions made learning enjoyable.,Positive,4,5,2023-09-16 16:22:44,9,87,81
S1078,CSE102,I1003,Lacked practical examples.,Negative,1,10,2024-11-16 04:43:44,36,54,76
S1079,CSE103,I1002,The course material was outdated.,Negative,10,10,2024-08-17 00:09:40,47,51,91
S1080,CSE102,I1002,Interactive sessions made learning enjoyable.,Positive,10,2,2025-04-11 04:32:40,12,94,86
S1081,CSE103,I1002,The course material was outdated.,Negative,6,8,2024-06-16 18:42:08,38,87,64
S1082,CSE103,I1002,The course material was outdated.,Negative,6,1,2025-04-26 15:04:41,35,80,74
S1083,CSE103,I1002,Lacked practical examples.,Negative,8,7,2025-04-18 04:38:19,44,71,77
S1084,CSE101,I1003,I appreciated the extra help sessions.,Positive,5,2,2025-04-01 19:54:02,33,53,66
S1085,CSE102,I1002,Course was too fast-paced.,Neutral,2,4,2023-11-09 10:12:42,23,69,56
S1086,CSE102,I1002,I appreciated the extra help sessions.,Positive,7,8,2023-09-14 09:00:15,31,91,64
S1087,CSE103,I1003,Course was too fast-paced.,Neutral,2,4,2024-04-26 14:35:49,18,99,78
S1088,CSE103,I1002,I appreciated the extra help sessions.,Positive,7,4,2024-07-24 12:38:41,43,84,92
S1089,CSE101,I1001,Course was too fast-paced.,Neutral,2,8,2024-12-13 06:35:03,49,79,87
S1090,CSE103,I1002,Great use of resources and timely feedback.,Positive,5,7,2025-06-01 16:29:21,30,54,54
S1091,CSE103,I1001,Great use of resources and timely feedback.,Positive,2,9,2023-11-05 02:27:24,11,61,91
S1092,CSE103,I1003,"Too many assignments, not enough guidance.",Negative,2,6,2024-11-28 06:26:22,49,85,64
S1093,CSE103,I1001,Lacked practical examples.,Negative,3,5,2024-03-10 02:11:22,27,80,66
S1094,CSE103,I1002,Great use of resources and timely feedback.,Positive,1,3,2025-03-29 09:10:51,46,65,88
S1095,CSE102,I1002,Great use of resources and timely feedback.,Positive,1,5,2024-08-24 01:47:21,39,93,77
S1096,CSE103,I1001,Lacked practical examples.,Negative,7,4,2024-07-06 08:40:49,33,85,84
S1097,CSE103,I1002,Content was difficult to follow sometimes.,Neutral,4,9,2024-11-10 20:42:14,46,64,57
S1098,CSE101,I1003,The lectures were engaging and well-explained.,Positive,3,9,2024-06-21 15:18:00,48,95,73
S1099,CSE103,I1003,Interactive sessions made learning enjoyable.,Positive,4,3,2025-06-07 16:08:55,8,59,54
S1100,CSE102,I1002,Great use of resources and timely feedback.,Positive,9,5,2024-10-04 01:32:11,5,74,65
S1101,CSE101,I1003,Interactive sessions made learning enjoyable.,Positive,9,5,2024-10-03 17:07:14,36,73,86
S1102,CSE102,I1003,The course material was outdated.,Negative,5,2,2025-05-09 12:21:30,22,92,96
S1103,CSE103,I1003,Content was difficult to follow sometimes.,Neutral,2,5,2024-09-07 14:48:29,17,93,82
S1104,CSE102,I1001,The course material was outdated.,Negative,9,9,2024-12-04 21:16:28,44,93,95
S1105,CSE103,I1002,Course was too fast-paced.,Neutral,4,10,2023-08-31 21:20:09,18,50,84
S1106,CSE103,I1001,The lectures were engaging and well-explained.,Positive,9,5,2024-01-26 02:05:50,24,91,90
S1107,CSE102,I1003,Interactive sessions made learning enjoyable.,Positive,2,2,2024-12-21 23:47:41,35,82,85
S1108,CSE101,I1002,Instructor was responsive and helpful.,Positive,3,5,2025-07-28 19:07:35,17,98,84
S1109,CSE103,I1001,I appreciated the extra help sessions.,Positive,3,4,2025-04-27 00:26:57,7,71,77
S1110,CSE103,I1003,Great use of resources and timely feedback.,Positive,4,3,2024-01-19 05:09:08,49,87,81
S1111,CSE103,I1002,The course material was outdated.,Negative,7,7,2023-10-18 00:05:50,33,84,67
S1112,CSE101,I1003,"Too many assignments, not enough guidance.",Negative,10,6,2025-05-28 16:52:12,38,59,63
S1113,CSE101,I1003,Great use of resources and timely feedback.,Positive,8,4,2025-05-29 08:26:17,14,95,73
S1114,CSE102,I1003,Content was difficult to follow sometimes.,Neutral,10,6,2024-01-10 08:51:30,25,68,89
S1115,CSE101,I1001,Great use of resources and timely feedback.,Positive,8,9,2023-08-11 20:47:12,11,63,66
S1116,CSE101,I1001,I appreciated the extra help sessions.,Positive,6,8,2025-04-17 01:04:11,16,79,76
S1117,CSE102,I1001,Lacked practical examples.,Negative,4,5,2025-04-10 18:59:26,41,64,74
S1118,CSE103,I1001,Lacked practical examples.,Negative,10,9,2025-03-01 16:36:14,30,54,62
S1119,CSE102,I1001,The course material was outdated.,Negative,10,5,2023-08-23 12:44:28,8,70,52
S1120,CSE101,I1002,"Too many assignments, not enough guidance.",Negative,4,10,2024-04-29 00:01:42,19,51,86
S1121,CSE101,I1003,The lectures were engaging and well-explained.,Positive,3,2,2024-12-29 04:13:39,33,86,97
S1122,CSE103,I1001,Course was too fast-paced.,Neutral,7,3,2025-04-20 06:29:59,37,78,52
S1123,CSE103,I1002,Interactive sessions made learning enjoyable.,Positive,1,5,2024-06-30 18:50:10,28,55,59
S1124,CSE103,I1003,I appreciated the extra help sessions.,Positive,10,7,2025-03-25 23:59:24,13,95,82
S1125,CSE103,I1002,The course material was outdated.,Negative,5,2,2024-09-22 23:01:11,18,66,79
S1126,CSE101,I1001,The lectures were engaging and well-explained.,Positive,9,2,2025-05-28 05:12:41,6,84,53
S1127,CSE101,I1003,Lacked practical examples.,Negative,8,1,2024-12-12 13:46:51,21,88,74
S1128,CSE102,I1003,Great use of resources and timely feedback.,Positive,3,9,2025-05-30 13:06:41,15,74,51
S1129,CSE102,I1003,Course was too fast-paced.,Neutral,4,10,2024-05-16 10:37:16,27,97,50
S1130,CSE103,I1003,Course was too fast-paced.,Neutral,3,7,2024-01-08 23:33:12,45,91,93
S1131,CSE103,I1002,Interactive sessions made learning enjoyable.,Positive,6,10,2025-06-05 19:53:07,38,89,82
S1132,CSE102,I1003,Content was difficult to follow sometimes.,Neutral,5,1,2025-06-16 16:23:01,19,77,96
S1133,CSE101,I1001,Great use of resources and timely feedback.,Positive,10,6,2024-02-15 01:10:19,17,69,94
S1134,CSE103,I1002,I appreciated the extra help sessions.,Positive,8,10,2023-12-21 17:00:27,16,87,76
S1135,CSE101,I1003,Lacked practical examples.,Negative,3,9,2024-09-12 00:01:18,41,66,72
S1136,CSE102,I1003,Lacked practical examples.,Negative,1,2,2024-10-11 13:57:52,12,62,57
S1137,CSE103,I1003,Great use of resources and timely feedback.,Positive,8,1,2024-04-25 13:18:41,38,61,94
S1138,CSE103,I1003,Lacked practical examples.,Negative,7,8,2024-02-17 05:17:30,42,98,60
S1139,CSE102,I1001,The course material was outdated.,Negative,8,2,2024-05-08 05:31:25,47,91,83
S1140,CSE103,I1003,Course was too fast-paced.,Neutral,8,10,2025-06-06 07:11:40,15,59,86
S1141,CSE103,I1001,Interactive sessions made learning enjoyable.,Positive,4,9,2024-11-16 13:11:45,13,97,72
S1142,CSE103,I1002,Interactive sessions made learning enjoyable.,Positive,1,2,2025-04-15 05:26:31,14,98,75
S1143,CSE103,I1002,Content was difficult to follow sometimes.,Neutral,5,5,2024-10-27 15:53:25,20,75,71
S1144,CSE103,I1001,I appreciated the extra help sessions.,Positive,4,3,2025-05-26 14:57:24,26,71,96
S1145,CSE102,I1003,The course material was outdated.,Negative,10,10,2024-04-20 03:31:00,41,99,52
S1146,CSE102,I1001,"Too many assignments, not enough guidance.",Negative,8,9,2023-08-10 00:38:13,9,82,61
S1147,CSE102,I1001,Content was difficult to follow sometimes.,Neutral,7,6,2023-11-10 09:48:06,27,99,64
S1148,CSE103,I1001,Content was difficult to follow sometimes.,Neutral,4,6,2024-08-06 23:25:16,15,54,84
S1149,CSE101,I1003,Interactive sessions made learning enjoyable.,Positive,4,10,2025-01-11 23:01:44,5,52,96
S1150,CSE101,I1002,I appreciated the extra help sessions.,Positive,3,6,2024-11-11 20:50:26,11,90,69
S1151,CSE102,I1001,Interactive sessions made learning enjoyable.,Positive,8,2,2025-03-23 14:58:38,11,78,85
S1152,CSE103,I1001,The lectures were engaging and well-explained.,Positive,3,2,2024-08-11 10:04:21,49,73,69
S1153,CSE103,I1002,Instructor was responsive and helpful.,Positive,5,6,2024-04-16 09:09:13,17,65,60
S1154,CSE102,I1003,The course material was outdated.,Negative,9,10,2025-06-30 09:30:10,18,84,94
S1155,CSE102,I1003,Lacked practical examples.,Negative,7,5,2025-04-06 21:25:46,34,56,65
S1156,CSE103,I1001,Instructor was responsive and helpful.,Positive,10,7,2025-06-24 11:34:59,12,97,63
S1157,CSE103,I1003,The lectures were engaging and well-explained.,Positive,9,3,2024-11-09 22:48:11,39,76,88
S1158,CSE102,I1002,Instructor was responsive and helpful.,Positive,8,9,2024-08-27 03:28:36,21,80,73
S1159,CSE102,I1002,"Too many assignments, not enough guidance.",Negative,6,8,2025-04-04 01:26:04,16,58,93
S1160,CSE103,I1003,Great use of resources and timely feedback.,Positive,1,8,2024-08-08 21:23:33,6,69,65
S1161,CSE102,I1003,Content was difficult to follow sometimes.,Neutral,7,10,2024-11-20 00:04:15,21,95,63
S1162,CSE101,I1003,"Too many assignments, not enough guidance.",Negative,5,4,2024-01-29 20:29:26,41,53,66
S1163,CSE103,I1003,Course was too fast-paced.,Neutral,9,6,2024-11-06 11:31:38,30,69,82
S1164,CSE102,I1001,The lectures were engaging and well-explained.,Positive,2,7,2024-04-30 23:01:50,24,55,86
S1165,CSE102,I1002,Instructor was responsive and helpful.,Positive,2,4,2025-07-18 07:20:22,44,54,82
S1166,CSE102,I1001,Content was difficult to follow sometimes.,Neutral,10,2,2024-07-01 03:51:28,37,67,93
S1167,CSE103,I1002,Lacked practical examples.,Negative,4,10,2024-03-16 03:01:57,40,77,76
S1168,CSE101,I1002,Great use of resources and timely feedback.,Positive,4,7,2025-02-15 14:34:12,5,54,90
S1169,CSE103,I1001,Instructor was responsive and helpful.,Positive,2,9,2024-09-24 16:28:14,28,87,81
S1170,CSE102,I1003,Instructor was responsive and helpful.,Positive,5,9,2025-02-14 09:20:39,5,98,53
S1171,CSE103,I1001,I appreciated the extra help sessions.,Positive,9,10,2025-02-21 08:27:20,23,71,66
S1172,CSE101,I1002,"Too many assignments, not enough guidance.",Negative,6,3,2024-06-24 21:36:56,16,53,89
S1173,CSE103,I1001,Great use of resources and timely feedback.,Positive,1,9,2025-06-29 11:41:33,42,83,56
S1174,CSE103,I1001,Content was difficult to follow sometimes.,Neutral,7,9,2023-08-15 07:32:48,6,67,94
S1175,CSE102,I1002,The lectures were engaging and well-explained.,Positive,9,2,2025-02-10 02:25:31,48,82,74
S1176,CSE103,I1001,Interactive sessions made learning enjoyable.,Positive,2,10,2024-01-05 10:58:13,7,51,54
S1177,CSE102,I1003,Lacked practical examples.,Negative,8,9,2024-03-28 21:21:23,5,99,70
S1178,CSE102,I1002,Content was difficult to follow sometimes.,Neutral,7,7,2023-11-29 12:54:08,19,77,58
S1179,CSE102,I1001,"Too many assignments, not enough guidance.",Negative,10,6,2023-12-05 10:57:55,16,59,84
S1180,CSE101,I1002,I appreciated the extra help sessions.,Positive,9,4,2025-02-05 06:26:51,9,93,76
S1181,CSE102,I1002,Interactive sessions made learning enjoyable.,Positive,7,6,2025-03-14 14:50:35,46,72,82
S1182,CSE101,I1003,Lacked practical examples.,Negative,9,2,2024-12-10 01:24:50,9,55,80
S1183,CSE102,I1003,The course material was outdated.,Negative,1,5,2024-01-16 22:23:47,6,60,93
S1184,CSE101,I1002,"Too many assignments, not enough guidance.",Negative,8,4,2024-03-05 00:49:48,31,80,74
S1185,CSE103,I1001,Course was too fast-paced.,Neutral,8,1,2023-12-18 03:49:56,29,76,79
S1186,CSE101,I1001,Content was difficult to follow sometimes.,Neutral,4,8,2025-03-19 06:07:20,10,79,88
S1187,CSE101,I1003,Interactive sessions made learning enjoyable.,Positive,8,9,2024-05-23 03:01:18,38,76,89
S1188,CSE103,I1001,I appreciated the extra help sessions.,Positive,2,10,2024-09-10 09:41:48,22,50,60
S1189,CSE103,I1002,Course was too fast-paced.,Neutral,10,7,2024-07-31 05:22:27,5,89,89
S1190,CSE101,I1002,Course was too fast-paced.,Neutral,3,6,2023-12-17 14:32:59,22,95,82
S1191,CSE103,I1001,Instructor was responsive and helpful.,Positive,5,3,2023-10-31 17:50:11,44,69,93
S1192,CSE101,I1002,I appreciated the extra help sessions.,Positive,2,2,2024-05-01 12:11:22,41,90,88
S1193,CSE101,I1003,The course material was outdated.,Negative,9,4,2025-05-07 20:04:34,40,61,69
S1194,CSE102,I1003,I appreciated the extra help sessions.,Positive,4,5,2025-05-03 17:44:20,17,92,80
S1195,CSE101,I1002,Content was difficult to follow sometimes.,Neutral,9,1,2024-01-22 20:30:59,24,71,76
S1196,CSE101,I1001,Lacked practical examples.,Negative,3,10,2025-06-20 20:20:10,10,82,77
S1197,CSE102,I1003,Content was difficult to follow sometimes.,Neutral,1,9,2024-03-10 10:27:44,42,52,65
S1198,CSE101,I1001,The course material was outdated.,Negative,8,6,2025-07-18 10:23:22,28,54,57
S1199,CSE102,I1003,I appreciated the extra help sessions.,Positive,9,4,2025-06-07 10:23:14,26,91,71
S1200,CSE103,I1001,I appreciated the extra help sessions.,Positive,6,6,2024-09-11 22:28:05,44,98,94
S1201,CSE103,I1001,Course was too fast-paced.,Neutral,1,9,2025-01-13 13:11:00,11,86,75
S1202,CSE101,I1002,Interactive sessions made learning enjoyable.,Positive,4,4,2025-05-17 23:21:35,28,66,55
S1203,CSE102,I1002,Great use of resources and timely feedback.,Positive,4,9,2025-03-17 04:18:43,35,60,78
S1204,CSE101,I1003,Course was too fast-paced.,Neutral,4,4,2024-03-02 17:34:07,45,75,88
S1205,CSE103,I1001,Course was too fast-paced.,Neutral,6,5,2024-03-29 14:58:33,6,86,82
S1206,CSE103,I1003,Interactive sessions made learning enjoyable.,Positive,8,4,2024-09-17 03:04:04,15,66,62
S1207,CSE103,I1002,Instructor was responsive and helpful.,Positive,5,4,2024-04-15 21:16:40,6,54,85
S1208,CSE102,I1002,Content was difficult to follow sometimes.,Neutral,1,3,2023-11-30 19:26:52,41,66,97
S1209,CSE103,I1002,Interactive sessions made learning enjoyable.,Positive,2,7,2025-07-02 11:35:25,23,63,76
S1210,CSE103,I1002,Great use of resources and timely feedback.,Positive,4,5,2025-07-25 14:19:27,26,74,79
S1211,CSE101,I1002,The course material was outdated.,Negative,4,5,2024-07-27 05:58:30,38,62,84
S1212,CSE102,I1002,Instructor was responsive and helpful.,Positive,5,6,2024-07-12 22:47:57,18,61,55
S1213,CSE102,I1002,Interactive sessions made learning enjoyable.,Positive,2,10,2024-10-29 21:01:13,38,75,59
S1214,CSE103,I1002,"Too many assignments, not enough guidance.",Negative,5,10,2024-11-13 14:38:46,13,87,63
S1215,CSE101,I1001,Course was too fast-paced.,Neutral,5,1,2025-03-16 03:45:57,26,76,57
S1216,CSE101,I1001,Great use of resources and timely feedback.,Positive,8,9,2024-04-09 12:38:58,13,53,79
S1217,CSE103,I1003,Course was too fast-paced.,Neutral,6,6,2024-08-14 14:51:46,16,61,90
S1218,CSE103,I1001,The course material was outdated.,Negative,3,10,2025-06-10 18:47:04,46,56,82
S1219,CSE103,I1002,Instructor was responsive and helpful.,Positive,7,6,2024-07-28 01:20:29,23,52,77
S1220,CSE101,I1001,Interactive sessions made learning enjoyable.,Positive,8,9,2025-04-02 04:46:43,20,61,55
S1221,CSE101,I1002,Lacked practical examples.,Negative,5,9,2024-02-09 12:36:34,35,69,51
S1222,CSE101,I1001,Great use of resources and timely feedback.,Positive,6,5,2025-03-07 06:44:49,27,64,99
S1223,CSE101,I1003,"Too many assignments, not enough guidance.",Negative,1,2,2025-02-09 13:28:58,41,77,77
S1224,CSE101,I1001,I appreciated the extra help sessions.,Positive,9,5,2025-05-29 00:26:05,6,79,58
S1225,CSE102,I1002,Lacked practical examples.,Negative,9,9,2024-02-26 06:05:59,13,85,94
S1226,CSE101,I1002,I appreciated the extra help sessions.,Positive,9,3,2024-10-06 19:01:04,44,83,90
S1227,CSE102,I1003,I appreciated the extra help sessions.,Positive,5,3,2024-07-12 00:54:51,31,79,54
S1228,CSE101,I1003,Course was too fast-paced.,Neutral,7,2,2024-07-21 00:48:28,19,99,96
S1229,CSE103,I1001,The course material was outdated.,Negative,8,4,2023-08-16 08:21:09,39,97,67
S1230,CSE101,I1003,The lectures were engaging and well-explained.,Positive,5,5,2024-07-03 00:11:02,17,65,53
S1231,CSE103,I1003,Course was too fast-paced.,Neutral,4,3,2024-12-15 05:19:03,8,76,60
S1232,CSE102,I1002,Content was difficult to follow sometimes.,Neutral,3,8,2024-06-26 22:10:53,39,68,74
S1233,CSE103,I1001,"Too many assignments, not enough guidance.",Negative,1,2,2024-03-09 10:25:26,28,55,83
S1234,CSE102,I1001,"Too many assignments, not enough guidance.",Negative,1,9,2025-01-23 15:33:26,30,63,61
S1235,CSE102,I1001,Lacked practical examples.,Negative,8,4,2023-12-15 02:01:08,39,88,65
S1236,CSE103,I1001,"Too many assignments, not enough guidance.",Negative,9,9,2024-05-24 14:26:18,8,59,94
S1237,CSE103,I1003,Course was too fast-paced.,Neutral,7,5,2024-05-31 07:27:00,31,84,62
S1238,CSE101,I1003,The lectures were engaging and well-explained.,Positive,4,6,2025-01-10 15:42:56,5,88,71
S1239,CSE101,I1003,Interactive sessions made learning enjoyable.,Positive,9,10,2025-03-25 00:50:53,35,55,81
S1240,CSE102,I1001,Great use of resources and timely feedback.,Positive,9,8,2024-09-08 19:17:29,48,53,60
S1241,CSE102,I1002,Instructor was responsive and helpful.,Positive,4,9,2023-08-20 20:40:48,19,81,58
S1242,CSE101,I1001,I appreciated the extra help sessions.,Positive,6,10,2024-04-09 19:32:46,48,96,71
S1243,CSE103,I1002,"Too many assignments, not enough guidance.",Negative,8,8,2024-06-16 00:23:29,24,84,78
S1244,CSE101,I1002,Great use of resources and timely feedback.,Positive,1,6,2023-11-04 00:33:32,28,92,63
S1245,CSE102,I1003,Course was too fast-paced.,Neutral,5,1,2024-01-05 20:57:03,36,95,75
S1246,CSE102,I1003,Instructor was responsive and helpful.,Positive,2,8,2025-02-08 16:42:07,9,79,87
S1247,CSE102,I1001,Instructor was responsive and helpful.,Positive,1,9,2025-04-18 20:11:31,12,84,58
S1248,CSE101,I1003,I appreciated the extra help sessions.,Positive,10,1,2023-12-02 14:39:25,42,72,95
S1249,CSE103,I1002,Instructor was responsive and helpful.,Positive,1,2,2023-11-14 07:58:46,35,61,90
S1250,CSE102,I1002,"Too many assignments, not enough guidance.",Negative,8,9,2023-12-08 15:26:10,40,77,52
S1251,CSE101,I1001,Instructor was responsive and helpful.,Positive,2,3,2025-01-08 04:56:39,11,88,82
S1252,CSE101,I1003,Lacked practical examples.,Negative,7,4,2025-07-21 02:33:00,5,77,86
S1253,CSE103,I1002,Content was difficult to follow sometimes.,Neutral,6,6,2025-07-08 08:56:22,15,97,86
S1254,CSE102,I1002,Instructor was responsive and helpful.,Positive,8,2,2025-05-20 15:48:16,23,64,96
S1255,CSE103,I1001,The course material was outdated.,Negative,6,2,2024-03-17 09:12:55,46,81,84
S1256,CSE103,I1003,Course was too fast-paced.,Neutral,6,5,2023-10-05 02:27:22,19,99,84
S1257,CSE103,I1001,Lacked practical examples.,Negative,7,9,2024-07-13 12:03:44,24,64,59
S1258,CSE101,I1001,The lectures were engaging and well-explained.,Positive,3,3,2023-12-19 04:24:53,36,62,68
S1259,CSE101,I1002,Lacked practical examples.,Negative,4,6,2025-02-24 10:56:30,8,69,50
S1260,CSE103,I1003,Interactive sessions made learning enjoyable.,Positive,5,2,2024-07-12 19:28:29,40,58,50
S1261,CSE101,I1001,I appreciated the extra help sessions.,Positive,5,6,2024-03-25 23:21:43,6,89,75
S1262,CSE101,I1002,Interactive sessions made learning enjoyable.,Positive,10,3,2024-03-20 19:59:49,13,70,94
S1263,CSE101,I1002,I appreciated the extra help sessions.,Positive,5,2,2024-04-20 12:27:20,36,80,86
S1264,CSE101,I1002,I appreciated the extra help sessions.,Positive,9,5,2024-03-21 01:25:29,43,72,72
S1265,CSE103,I1003,I appreciated the extra help sessions.,Positive,1,5,2024-01-18 22:46:21,36,85,57
S1266,CSE102,I1001,The lectures were engaging and well-explained.,Positive,9,2,2025-07-26 05:48:13,40,69,96
S1267,CSE101,I1003,Course was too fast-paced.,Neutral,5,8,2023-09-01 13:54:37,31,92,53
S1268,CSE103,I1002,Instructor was responsive and helpful.,Positive,6,6,2023-09-15 13:31:13,8,87,83
S1269,CSE102,I1002,The course material was outdated.,Negative,3,9,2024-07-22 01:41:15,33,56,65
S1270,CSE101,I1001,"Too many assignments, not enough guidance.",Negative,4,7,2023-10-02 09:29:03,6,70,66
S1271,CSE102,I1003,Lacked practical examples.,Negative,7,10,2023-10-21 03:40:06,27,66,69
S1272,CSE102,I1002,Course was too fast-paced.,Neutral,5,6,2025-07-29 05:52:17,35,87,77
S1273,CSE102,I1003,Course was too fast-paced.,Neutral,4,6,2024-11-03 04:48:19,33,94,62
S1274,CSE101,I1001,Instructor was responsive and helpful.,Positive,4,8,2024-02-27 09:39:49,30,65,82
S1275,CSE103,I1003,I appreciated the extra help sessions.,Positive,7,2,2024-02-19 03:42:58,18,96,67
S1276,CSE103,I1001,I appreciated the extra help sessions.,Positive,4,10,2023-11-23 17:12:01,34,85,73
S1277,CSE101,I1002,Interactive sessions made learning enjoyable.,Positive,8,3,2024-06-29 09:33:52,40,64,69
S1278,CSE103,I1003,Content was difficult to follow sometimes.,Neutral,5,5,2025-06-11 13:05:27,32,54,74
S1279,CSE102,I1002,Instructor was responsive and helpful.,Positive,4,10,2024-08-25 07:57:54,37,76,86
S1280,CSE101,I1002,"Too many assignments, not enough guidance.",Negative,7,5,2023-08-24 09:31:47,35,65,94
S1281,CSE103,I1001,"Too many assignments, not enough guidance.",Negative,9,7,2024-12-20 01:58:16,34,50,77
S1282,CSE102,I1003,Instructor was responsive and helpful.,Positive,7,8,2025-05-05 05:20:48,34,96,70
S1283,CSE101,I1003,The lectures were engaging and well-explained.,Positive,8,3,2024-05-21 07:56:41,36,96,90
S1284,CSE103,I1001,Instructor was responsive and helpful.,Positive,7,2,2024-07-29 22:52:56,21,91,61
S1285,CSE101,I1001,Instructor was responsive and helpful.,Positive,9,3,2025-06-09 00:18:11,11,56,64
S1286,CSE103,I1003,The lectures were engaging and well-explained.,Positive,8,5,2024-12-05 12:53:07,18,79,97
S1287,CSE101,I1003,Instructor was responsive and helpful.,Positive,3,7,2024-10-18 23:15:49,22,93,88
S1288,CSE101,I1001,I appreciated the extra help sessions.,Positive,6,6,2025-03-27 10:39:58,24,69,97
S1289,CSE101,I1003,Course was too fast-paced.,Neutral,10,9,2025-04-24 02:38:59,6,58,50
S1290,CSE103,I1001,Lacked practical examples.,Negative,8,7,2025-04-22 05:50:39,25,54,94
S1291,CSE102,I1003,The course material was outdated.,Negative,8,9,2024-02-22 01:27:37,25,73,59
S1292,CSE103,I1001,"Too many assignments, not enough guidance.",Negative,2,8,2025-05-22 14:32:20,47,93,63
S1293,CSE102,I1001,Instructor was responsive and helpful.,Positive,1,7,2024-02-02 10:13:55,19,57,87
S1294,CSE103,I1002,Course was too fast-paced.,Neutral,10,8,2024-11-02 11:48:21,8,67,72
S1295,CSE103,I1002,The course material was outdated.,Negative,4,7,2023-10-06 13:39:35,11,56,50
